Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Status
hbr-8824-auto-navigator-blk,Celestial Navigator – Voyage Edition (Onyx Black Dial),"<p>Celestial Navigator – Voyage Edition
A cosmic balance of elegance and engineering.

This timepiece draws inspiration from the celestial rhythm of the universe. Its layered black dial features a star map moonphase, a rotating flywheel at 9 o'clock, and a date subdial that mirrors the precision of planetary orbits. Every element is crafted to remind the wearer of their journey through time and space.

With radiant markers, celestial details, and a hand-finished leather strap, the Celestial Navigator doesn't just tell time—it reflects your sense of wonder, adventure, and distinction. It's a watch for those who dare to dream and dress accordingly.</p><p><strong>Movement:</strong> Chinese Shanghai LR0851 mechanical movement ""Thickness: 6.85mm
21 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8824-AUTO-NAVIGATOR-BLK",TRUE,Title,Default Title,HBR-8824-AUTO-NAVIGATOR-BLK,250,shopify,10,continue,manual,25599,31999,TRUE,TRUE,HBR-8824-AUTO-NAVIGATOR-BLK,https://hanborowatches.in/catalog/hbr-8824-auto-navigator-blk-front.png,1,active
hbr-8824-auto-navigator-rg-wyt,Celestial Navigator – Voyage Edition (Rose Gold & Pure White Dial),"<p>Celestial Navigator – Voyage Edition
A cosmic balance of elegance and engineering.

This timepiece draws inspiration from the celestial rhythm of the universe. Its layered black dial features a star map moonphase, a rotating flywheel at 9 o'clock, and a date subdial that mirrors the precision of planetary orbits. Every element is crafted to remind the wearer of their journey through time and space.

With radiant markers, celestial details, and a hand-finished leather strap, the Celestial Navigator doesn't just tell time—it reflects your sense of wonder, adventure, and distinction. It's a watch for those who dare to dream and dress accordingly.</p><p><strong>Movement:</strong> Chinese Shanghai LR0851 mechanical movement ""Thickness: 6.85mm
21 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8824-AUTO-NAVIGATOR-RG-WYT",TRUE,Title,Default Title,HBR-8824-AUTO-NAVIGATOR-RG-WYT,250,shopify,10,continue,manual,25599,31999,TRUE,TRUE,HBR-8824-AUTO-NAVIGATOR-RG-WYT,https://hanborowatches.in/catalog/hbr-8824-auto-navigator-rg-wyt-front.png,1,active
hbr-1018-auto-zod-gld,Zodiac Series: Dragon’s Legacy – Sapphire Dial Edition (Imperial Gold),"<p>Hanboro Dragon’s Legacy – Zodiac Series
A mythical fusion of craftsmanship and celestial energy.

The Hanboro Dragon’s Legacy captures the spirit of the ancient East with a 5D hand-carved golden dragon coiled across a skeletonized dial. Set against a starry sky chassis with luminous detailing, this timepiece is a bold tribute to heritage and horology.

At its core beats the high-frequency 6T15 automatic mechanical movement, delivering a 42-hour power reserve and exceptional precision. The double-bridge sapphire-grade crystal, hollowed gear flywheel, and transparent caseback reveal the mechanical artistry within.

Paired with a genuine leather strap and secured by a dual butterfly clasp, this 45.5mm timepiece offers enduring comfort and unmistakable presence—crafted for those who command attention.</p><p><strong>Movement:</strong> Japanese CITIZEN 6T15 mechanical movement ""Thickness: 5.98mm
21 gems
Frequency 28800 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1018-AUTO-ZOD-GLD",TRUE,Title,Default Title,HBR-1018-AUTO-ZOD-GLD,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-1018-AUTO-ZOD-GLD,https://hanborowatches.in/transparent/imperial-dragon.webp,1,active
hbr-1018-auto-zod-slv,Zodiac Series: Dragon’s Legacy – Sapphire Dial Edition (Silver Edition),"<p>Hanboro Dragon’s Legacy – Zodiac Series
A mythical fusion of craftsmanship and celestial energy.

The Hanboro Dragon’s Legacy captures the spirit of the ancient East with a 5D hand-carved golden dragon coiled across a skeletonized dial. Set against a starry sky chassis with luminous detailing, this timepiece is a bold tribute to heritage and horology.

At its core beats the high-frequency 6T15 automatic mechanical movement, delivering a 42-hour power reserve and exceptional precision. The double-bridge sapphire-grade crystal, hollowed gear flywheel, and transparent caseback reveal the mechanical artistry within.

Paired with a genuine leather strap and secured by a dual butterfly clasp, this 45.5mm timepiece offers enduring comfort and unmistakable presence—crafted for those who command attention.</p><p><strong>Movement:</strong> Japanese CITIZEN 6T15 mechanical movement ""Thickness: 5.98mm
21 gems
Frequency 28800 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1018-AUTO-ZOD-SLV",TRUE,Title,Default Title,HBR-1018-AUTO-ZOD-SLV,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-1018-AUTO-ZOD-SLV,https://hanborowatches.in/transparent/hbr-1018-auto-zod-slv.webp,1,active
hbr-1001-1-auto-roulette-gld,Casino Series: Roulette Royale Automatic Watch (Royal Gold Edition),"<p>Casino Series: Roulette Royale Automatic Watch
A mechanical marvel for risk-takers and purists alike.

Crafted for collectors who crave originality, the Roulette Royale fuses fine horology with the thrill of the game. A dedicated button on the left side of the case activates the roulette disc—sending the ball spinning until it lands on a number, just like the real table.

With its rotating wheel, sand-textured dial, and mechanical movement ticking beneath, this is more than a watch—it's a game of chance on your wrist. For those who appreciate mechanics... and momentum.</p><p><strong>Movement:</strong> Japan CITIZEN 8215 mechanical movement:
Thickness: 5.67mm
Diamond count; 21 pieces
Frequency 21600 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-1-AUTO-ROULETTE-GLD",TRUE,Title,Default Title,HBR-1001-1-AUTO-ROULETTE-GLD,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-1001-1-AUTO-ROULETTE-GLD,https://hanborowatches.in/catalog/hbr-1001-1-auto-roulette-gld-front.png,1,active
hbr-1001-1-auto-roulette-slv,Casino Series: Roulette Royale Automatic Watch (Monaco Silver Edition),"<p>Casino Series: Roulette Royale Automatic Watch
A mechanical marvel for risk-takers and purists alike.

Crafted for collectors who crave originality, the Roulette Royale fuses fine horology with the thrill of the game. A dedicated button on the left side of the case activates the roulette disc—sending the ball spinning until it lands on a number, just like the real table.

With its rotating wheel, sand-textured dial, and mechanical movement ticking beneath, this is more than a watch—it's a game of chance on your wrist. For those who appreciate mechanics... and momentum.</p><p><strong>Movement:</strong> Japan CITIZEN 8215 mechanical movement:
Thickness: 5.67mm
Diamond count; 21 pieces
Frequency 21600 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-1-AUTO-ROULETTE-SLV",TRUE,Title,Default Title,HBR-1001-1-AUTO-ROULETTE-SLV,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-1001-1-AUTO-ROULETTE-SLV,https://hanborowatches.in/catalog/hbr-1001-1-auto-roulette-slv-front.png,1,active
hbr-1001-2-auto-roulette-gld,Casino Series: Roulette Royale Baguette Diamond Edition (Royal Gold),"<p>Casino Series: Roulette Royale Automatic Watch

A mechanical marvel for risk-takers and purists alike. Crafted for collectors who crave originality, the Roulette Royale fuses fine horology with the thrill of the game.This version features a fully gem-set dial with radiant crystal baguettes and emerald-green markers.&nbsp;

A dedicated button on the left side of the case activates the roulette disc—sending the ball spinning until it lands on a number, just like the real table. With its rotating wheel, sand-textured dial, and mechanical movement ticking beneath, this is more than a watch—it's a game of chance on your wrist. For those who appreciate mechanics... and momentum. give same justbtell about the dial</p><p><strong>Movement:</strong> Japan CITIZEN 8215 mechanical movement:
Thickness: 5.67mm
Diamond count; 21 pieces
Frequency 21600 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-2-AUTO-ROULETTE-GLD",TRUE,Title,Default Title,HBR-1001-2-AUTO-ROULETTE-GLD,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-1001-2-AUTO-ROULETTE-GLD,https://hanborowatches.in/catalog/hbr-1001-2-auto-roulette-gld-front.png,1,active
hbr-1001-2-auto-roulette-slv,Casino Series: Roulette Royale Baguette Diamond Edition (Monaco Silver),"<p>Casino Series: Roulette Royale Automatic Watch

A mechanical marvel for risk-takers and purists alike. Crafted for collectors who crave originality, the Roulette Royale fuses fine horology with the thrill of the game.This version features a fully gem-set dial with radiant crystal baguettes and emerald-green markers.&nbsp;

A dedicated button on the left side of the case activates the roulette disc—sending the ball spinning until it lands on a number, just like the real table. With its rotating wheel, sand-textured dial, and mechanical movement ticking beneath, this is more than a watch—it's a game of chance on your wrist. For those who appreciate mechanics... and momentum. give same justbtell about the dial</p><p><strong>Movement:</strong> Japan CITIZEN 8215 mechanical movement:
Thickness: 5.67mm
Diamond count; 21 pieces
Frequency 21600 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-2-AUTO-ROULETTE-SLV",TRUE,Title,Default Title,HBR-1001-2-AUTO-ROULETTE-SLV,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-1001-2-AUTO-ROULETTE-SLV,https://hanborowatches.in/catalog/hbr-1001-2-auto-roulette-slv-front.png,1,active
hbr-1020-auto-ast-gld,9INE Planet Series: Nebula Craft – Space Art Timepiece (Rose Gold),"<p>Hanboro 9ine Planet Tourbillon – Astroworld Collection
A celestial masterpiece of modern horology.

Inspired by the cosmos, the Hanboro 9ine Planet Tourbillon features a skeletonized dial with a rotating globe, luminous planetary markers, and a manually carved flywheel. Powered by the reliable Japanese CITIZEN 8215 automatic movement, it offers a 42-hour power reserve and precision performance.

Crafted with a domed sapphire-grade crystal and a transparent caseback &nbsp;this watch reveals the beauty of its mechanical core. Finished with a genuine leather strap and dual butterfly clasp, it’s designed for comfort, style, and timeless sophistication.</p><p><strong>Movement:</strong> Japanese CITIZEN 8215 mechanical movement ""Thickness: 5.67mm
21 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1020-AUTO-AST-GLD",TRUE,Title,Default Title,HBR-1020-AUTO-AST-GLD,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-1020-AUTO-AST-GLD,https://hanborowatches.in/transparent/hbr-1020-auto-ast-gld.webp,1,active
hbr-1020-auto-ast-slv,9INE Planet Series: Nebula Craft – Space Art Timepiece (Starlight Silver),"<p>Hanboro 9ine Planet Tourbillon – Astroworld Collection
A celestial masterpiece of modern horology.

Inspired by the cosmos, the Hanboro 9ine Planet Tourbillon features a skeletonized dial with a rotating globe, luminous planetary markers, and a manually carved flywheel. Powered by the reliable Japanese CITIZEN 8215 automatic movement, it offers a 42-hour power reserve and precision performance.

Crafted with a domed sapphire-grade crystal and a transparent caseback &nbsp;this watch reveals the beauty of its mechanical core. Finished with a genuine leather strap and dual butterfly clasp, it’s designed for comfort, style, and timeless sophistication.</p><p><strong>Movement:</strong> Japanese CITIZEN 8215 mechanical movement ""Thickness: 5.67mm
21 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1020-AUTO-AST-SLV",TRUE,Title,Default Title,HBR-1020-AUTO-AST-SLV,250,shopify,10,continue,manual,40799,50999,TRUE,TRUE,HBR-1020-AUTO-AST-SLV,https://hanborowatches.in/transparent/hbr-1020-auto-ast-slv.webp,1,active
hbr-2003-auto-hive-aquablue,Queen Bee Series: The Hive Mechanica – Royal Precision Watch (Aqua Blue),"<p>Queen Bee Series: The Hive Mechanica – Royal Precision Watch
Elegance in motion. Built with purpose.

The Hive Mechanica is a testament to precision engineering and refined craftsmanship. Its meticulously finished 304 fine steel case, shaped using diamond knife drawing techniques, radiates modern sophistication while paying homage to timeless mechanical artistry.

At its heart beats the original Shanghai 1911 multifunctional mechanical movement—featuring a skeletonized flywheel, 24-hour subdial, and calendar complication, all working in perfect harmony. The sapphire crystal glass mirror, carved with diamond-blade precision, offers unmatched clarity and brilliance.

From the Geneva-patterned transparent caseback to the fluid sweep of the ornamental flywheel, every detail is designed to inspire. Paired with a supple silicone strap and a finely engineered double-control butterfly clasp, it promises both comfort and strength.

A watch made not just to be worn—but to be remembered</p><p><strong>Movement:</strong> Chinese Liaocheng C9011 mechanical movement ""Thickness: 6.55mm
26 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-2003-AUTO-HIVE-aquablue",TRUE,Title,Default Title,HBR-2003-AUTO-HIVE-aquablue,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-2003-AUTO-HIVE-aquablue,https://hanborowatches.in/transparent/hbr-2003-auto-hive-aquablue.webp,1,active
hbr-2003-auto-hive-blk,Queen Bee Series: The Hive Mechanica – Royal Precision Watch (Midnight Black),"<p>Queen Bee Series: The Hive Mechanica – Royal Precision Watch
Elegance in motion. Built with purpose.

The Hive Mechanica is a testament to precision engineering and refined craftsmanship. Its meticulously finished 304 fine steel case, shaped using diamond knife drawing techniques, radiates modern sophistication while paying homage to timeless mechanical artistry.

At its heart beats the original Shanghai 1911 multifunctional mechanical movement—featuring a skeletonized flywheel, 24-hour subdial, and calendar complication, all working in perfect harmony. The sapphire crystal glass mirror, carved with diamond-blade precision, offers unmatched clarity and brilliance.

From the Geneva-patterned transparent caseback to the fluid sweep of the ornamental flywheel, every detail is designed to inspire. Paired with a supple silicone strap and a finely engineered double-control butterfly clasp, it promises both comfort and strength.

A watch made not just to be worn—but to be remembered</p><p><strong>Movement:</strong> Chinese Liaocheng C9011 mechanical movement ""Thickness: 6.55mm
26 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 5 ATM</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-2003-AUTO-HIVE-BLK",TRUE,Title,Default Title,HBR-2003-AUTO-HIVE-BLK,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-2003-AUTO-HIVE-BLK,https://hanborowatches.in/transparent/hbr-2003-auto-hive-blk.webp,1,active
hbr-2003-auto-hive-deepseablue,Queen Bee Series: The Hive Mechanica – Royal Precision Watch (Deep Sea Blue),"<p>Queen Bee Series: The Hive Mechanica – Royal Precision Watch
Elegance in motion. Built with purpose.

The Hive Mechanica is a testament to precision engineering and refined craftsmanship. Its meticulously finished 304 fine steel case, shaped using diamond knife drawing techniques, radiates modern sophistication while paying homage to timeless mechanical artistry.

At its heart beats the original Shanghai 1911 multifunctional mechanical movement—featuring a skeletonized flywheel, 24-hour subdial, and calendar complication, all working in perfect harmony. The sapphire crystal glass mirror, carved with diamond-blade precision, offers unmatched clarity and brilliance.

From the Geneva-patterned transparent caseback to the fluid sweep of the ornamental flywheel, every detail is designed to inspire. Paired with a supple silicone strap and a finely engineered double-control butterfly clasp, it promises both comfort and strength.

A watch made not just to be worn—but to be remembered</p><p><strong>Movement:</strong> Chinese Liaocheng C9011 mechanical movement ""Thickness: 6.55mm
26 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 5 ATM</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-2003-AUTO-HIVE-DEEPSEABLUE",TRUE,Title,Default Title,HBR-2003-AUTO-HIVE-DEEPSEABLUE,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-2003-AUTO-HIVE-DEEPSEABLUE,https://hanborowatches.in/transparent/hbr-2003-auto-hive-deepseablue.webp,1,active
hbr-933-auto-falconx-blk,Falcon X Series: Aviation-Inspired Precision Watch (Stealth Black),"<p>Falcon X Series: Aviation-Inspired Precision Watch

Where bold engineering meets aerial imagination. The Falcon X features a sharply contoured stainless steel case and a commanding skeleton dial shaped like a fighter jet. The rotating “Future Planet” disc moves with each passing day, while luminous markers ensure clarity in low light. From its see-through caseback to its dynamic presence, this timepiece is crafted for high flyers with an eye for mechanical artistry.</p><p><strong>Movement:</strong> Japanese CITIZEN 8215 mechanical movement ""Thickness: 5.67mm
21 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-933-AUTO-FALCONX-BLK",TRUE,Title,Default Title,HBR-933-AUTO-FALCONX-BLK,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-933-AUTO-FALCONX-BLK,https://hanborowatches.in/transparent/stealth-fighter-jet-tonneau.webp,1,active
hbr-848-auto-nebula-blk,Silver Nebula – Diamond Hour Markers & Meteoric Texture (Cosmic Black),"<p>Silver Nebula – Diamond Hour Markers & Meteoric Texture

Bold elegance meets cosmic detail.

The Silver Nebula is powered by the reliable imported 8217 mechanical movement, known for its precision and performance. The dial features a meteorite-texture finish with 48 sparkling crystal diamonds, luminous markers, and a stunning 24-hour aurora globe display—bringing depth and brilliance to every glance.

Designed with comfort and versatility in mind, this watch comes with a soft silicone strap for everyday wear and an additional stainless steel strap to elevate your look when needed. Whether you're navigating your day or dressing for the night, the Silver Nebula moves effortlessly with you</p><p><strong>Movement:</strong> Japanese 8217 mechanical movement ""Thickness: 5.67mm
21 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading
Quick Calendar Settings</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-848-AUTO-NEBULA-BLK",TRUE,Title,Default Title,HBR-848-AUTO-NEBULA-BLK,250,shopify,10,continue,manual,31999,39999,TRUE,TRUE,HBR-848-AUTO-NEBULA-BLK,https://hanborowatches.in/transparent/hbr-848-auto-nebula-blk.webp,1,active
hbr-8821-auto-astro-rg-wyt,AstroSphere DualCore – Twin Tourbillon Timepiece (Rose Gold & Pearl White),"<p>AstroSphere DualCore – Twin Tourbillon Timepiece
All eyes on your wrist.

The AstroSphere DualCore isn’t just a watch—it’s a conversation starter. With twin exposed flywheels in motion and a globe at its heart, this timepiece brings the universe to your fingertips. The open worked dial glows after dark, radiating a mysterious charm that turns heads day or night.

Wrapped in a polished steel case and finished with a&nbsp; leather strap, it’s designed for those who appreciate complexity, beauty, and bold statements. Every glance reveals a new detail. Every second, a reminder that you don’t follow time—you lead it.

Own it, and let the world take notice.</p><p><strong>Movement:</strong> Chinese Shanghai JHS15 mechanical movement ""Thickness: 7.1mm
45 gems
Frequency 21600 times/hour
Stop second function
Automatic/manual loading</p><p><strong>Water Resistance:</strong> 5 ATM</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8821-AUTO-ASTRO-RG-WYT",TRUE,Title,Default Title,HBR-8821-AUTO-ASTRO-RG-WYT,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-8821-AUTO-ASTRO-RG-WYT,https://hanborowatches.in/transparent/hbr-8821-auto-astro-rg-wyt.webp,1,active
hbr-ring-5378-2tiffany,Hanboro Ring the Bell – The Celebration Timepiece (Tiffany Blue Dial Edition),"<p>Hanboro Ring the Bell – Celebration Watch
A moment in time, transformed into a celebration. The Hanboro Ring the Bell is a testament to refined craftsmanship, where light dances across a diamond-set dial and every detail whispers sophistication.

The polished 904L steel case frames a dial adorned with 48 shimmering crystal diamonds and skeletonized luminous markers, while the double sapphire crystal ensures enduring clarity and elegance. Through the transparent caseback, the artistry of fine watchmaking is revealed—inviting you to appreciate time not only as it passes, but as it lives.

Water-resistant to 100 meters and secured by a sculpted steel bracelet with a butterfly clasp, this timepiece is created for those who understand that true luxury lies in the moments worth celebrating.

Hanboro Ring the Bell – Not just a watch. A tribute to your finest moments.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-RING-5378-2TIFFANY",TRUE,Title,Default Title,HBR-RING-5378-2TIFFANY,250,shopify,10,continue,manual,30399,37999,TRUE,TRUE,HBR-RING-5378-2TIFFANY,https://hanborowatches.in/transparent/turquoise-ringbell.webp,1,active
hbr-ring-5378-blue,Hanboro Ring the Bell – The Celebration Timepiece (Royal Blue Dial Edition),"<p>Hanboro Ring the Bell – Celebration Watch
A moment in time, transformed into a celebration. The Hanboro Ring the Bell is a testament to refined craftsmanship, where light dances across a diamond-set dial and every detail whispers sophistication.

The polished 904L steel case frames a dial adorned with 48 shimmering crystal diamonds and skeletonized luminous markers, while the double sapphire crystal ensures enduring clarity and elegance. Through the transparent caseback, the artistry of fine watchmaking is revealed—inviting you to appreciate time not only as it passes, but as it lives.

Water-resistant to 100 meters and secured by a sculpted steel bracelet with a butterfly clasp, this timepiece is created for those who understand that true luxury lies in the moments worth celebrating.

Hanboro Ring the Bell – Not just a watch. A tribute to your finest moments.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-RING-5378-BLUE",TRUE,Title,Default Title,HBR-RING-5378-BLUE,250,shopify,10,continue,manual,30399,37999,TRUE,TRUE,HBR-RING-5378-BLUE,https://hanborowatches.in/transparent/hbr-ring-5378-blue.webp,1,active
hbr-906-auto-rgsl,Hanboro Transparence Excellence Automatic Skeleton Watch (Rose Gold & Silver),"<p>Experience timeless craftsmanship with the Hanboro Transparence Excellence Automatic Watch – a luxury men’s timepiece designed for those who value precision and style. Crafted with a diamond-cut stainless steel case and a scratch-resistant sapphire crystal, this watch showcases durability with a premium finish.

The double-sided skeleton flywheel dial reveals the beauty of the mechanical movement, while luminous markers ensure perfect readability day or night. Powered by an automatic movement with a 40-hour power reserve, it blends performance with sophistication.

Choose between a stainless steel bracelet or genuine leather strap, secured with a double-press butterfly clasp for all-day comfort. With 50M water resistance, the Transparence Excellence is built for both everyday wear and refined occasions.

Whether you’re building your collection or searching for a statement accessory, this automatic skeleton watch is designed to turn heads and elevate your style.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-906-AUTO-RGSL",TRUE,Title,Default Title,HBR-906-AUTO-RGSL,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-906-AUTO-RGSL,https://hanborowatches.in/transparent/hbr-906-auto-rgsl.webp,1,active
hbr-906-auto-silver,Hanboro Transparence Excellence Automatic Skeleton Watch (Stainless Steel),"<p>Experience timeless craftsmanship with the Hanboro Transparence Excellence Automatic Watch – a luxury men’s timepiece designed for those who value precision and style. Crafted with a diamond-cut stainless steel case and a scratch-resistant sapphire crystal, this watch showcases durability with a premium finish.

The double-sided skeleton flywheel dial reveals the beauty of the mechanical movement, while luminous markers ensure perfect readability day or night. Powered by an automatic movement with a 40-hour power reserve, it blends performance with sophistication.

Choose between a stainless steel bracelet or genuine leather strap, secured with a double-press butterfly clasp for all-day comfort. With 50M water resistance, the Transparence Excellence is built for both everyday wear and refined occasions.

Whether you’re building your collection or searching for a statement accessory, this automatic skeleton watch is designed to turn heads and elevate your style.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 5 ATM</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-906-AUTO-SILVER",TRUE,Title,Default Title,HBR-906-AUTO-SILVER,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-906-AUTO-SILVER,https://hanborowatches.in/transparent/hbr-906-auto-silver.webp,1,active
hbr-906-auto-black,Hanboro Transparence Excellence Automatic Skeleton Watch (Stealth Black),"<p>Experience timeless craftsmanship with the Hanboro Transparence Excellence Automatic Watch – a luxury men’s timepiece designed for those who value precision and style. Crafted with a diamond-cut stainless steel case and a scratch-resistant sapphire crystal, this watch showcases durability with a premium finish.

The double-sided skeleton flywheel dial reveals the beauty of the mechanical movement, while luminous markers ensure perfect readability day or night. Powered by an automatic movement with a 40-hour power reserve, it blends performance with sophistication.

Choose between a stainless steel bracelet or genuine leather strap, secured with a double-press butterfly clasp for all-day comfort. With 50M water resistance, the Transparence Excellence is built for both everyday wear and refined occasions.

Whether you’re building your collection or searching for a statement accessory, this automatic skeleton watch is designed to turn heads and elevate your style.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-906-AUTO-BLACK",TRUE,Title,Default Title,HBR-906-AUTO-BLACK,250,shopify,10,continue,manual,29599,36999,TRUE,TRUE,HBR-906-AUTO-BLACK,https://hanborowatches.in/transparent/hbr-906-auto-black.webp,1,active
